clean_text,sentimen
ruu tni mau dikasih kewenangan sipil pembahasannya sepi publik bingung media adem eh tautau jurnalis termasuk najwa duduk bareng presiden gaada ngasih kabar rakyat najwa pertemuanpresidenjurnalis,1
hapa ni ushauri wangu kwako kwa kiswahili cha heshima kwanza tuwe na umoja kama ilivyo katika bhinneka tunggal ika tujadiliane kwa amani bila woga wa nje ili tuimarishe demokrasia yetu pili ni muhimu kusikiliza maoni tofauti kuhusu ruu tni bila kuhukumu,1
persentase orang demo demo lingkupnya jauh lebih kecil jt bahkan trend ruu tni diangka jt sampe penduduk indonesia lu nganggep sebagian bagian mana,0
demo mahasiswa amp aktivis akhirakhir termasuk soal ruu tni amp indonesia gelap murni didorong isu domestik pemotongan anggaran amp perubahan hukum militer bukti kredibel soal campur tangan asing meski topik sensitif amp,1
kamu soal demo akhirakhir berbagai elemen mahasiswa aktivis baik terkait penolakan ruu tni soal hukum indonesia gelap disuarakan mahasiswa murni mahasiswa turut campur tangan asing mengacaukan kondisi indonesia,0
jam wawancara paling heran nanya demo murni apa bayaran mohon maap nih pak kemarin viral video orang ngedemo ruu tni tanya ngawur semua malah planga plongo jadi pertanyaannya bayar siapa ngedukung menolak heran gua,0
apa urusannya barat ampe turun tangan ruu tni padahal yak kwwkwkk,0
jurnalis ketemu presiden mba najwa termasuk tengah isu ruu tni tengah media makin sunyi tengah bocoran katanya hoax makin relevan lo bilang biasa najwa pertemuanpresidenjurnalis,1
daftar pustaka bbc gelombang demonstrasi tolak ruu tni aksi surabaya berakhir ricuh bocor alus politik tempo lupa episode mana centre for strategic and international studies from populist pariah to jokowi s man analyzing prabowo subianto s,1
penutup prabowo subianto sebut presiden tua bangka tampaknya sedang berada posisi sangat rentan ketidaktahuannya detail naskah ruu tni memicu kemarahan publik ketergantungannya teddy gerbang informasi,1
ruu tni strategi melemahkan prabowo kontroversi ruu tni menjadi titik krusial tulisan kali mana ruu tni disahkan maret koreksi kalau salah memicu gelombang penolakan masyarakat sipil dianggap memperluas,1
naskah ruu tni karangan ketidaktransparanan wawancara berlangsung hambalang menjadi panggung memperlihatkan kelemahan prabowo merespons isu sensitif ditanya ruu tni memicu gelombang demonstrasi prabowo enteng menyebut,1
bersatu amp berpikir jernih ruu tni bukan pamer otot langkah strategis hadapi ancaman global amp proxy war memecah bangsa lewat sabotase sipil jangan jadi alat perpecahan fyp viral tolakantekasing mahasewaantekaseng,1
ruu tni jadi game changer demokrasi pas rakyat nanyananya soal jurnalis top malah dudukduduk manis sama presiden no update no suara najwa pertemuanpresidenjurnalis,1
ruu tni bukan pamer otot antisipasi kalo perang bukan lewat rudal tank lewat sabotase provokasi sipil chaos gital justru menjadi senjata proxy war paling efektif,1
mampu beli gituan yakali dibayar kaya tanda tangan dukung ruu tni pake sembako,0
warga berkemah depan dpr terus suarakan penolakan ruu tni sumber,1
resmi dwifungsi begini resmi media mainstream macam tv mana beritain ruu tni bukn pembukaman buat sipil ruu pers mau sahkan dpr apa selama lo gak baca berita apa pure bego,0
demo tolak ruu tni asli murni syarat pro gak dibayar asing mungkin dibayar setuju,0
kekuatan asing buzzer mulyono merusak indonesia sulit dipastikan bukti kuat ruu tni baru disahkan memicu protes peran militer bertambah ranah sipil dikhawatirkan melemahkan demokrasi buzzer memang mempolarisasi opini,1
buat uu tni sahkan ruu polri kejaksaan wartawan fix negara jadi miliknya rakyat kurung dgn aturan,0
gelombang aksi protes negara mana sejak prabowo jadi presiden ri dianggap gelombang aksi protes indonesia demo ruu tni aksi kecil diabaikan,1
sy sedikit berharap megawati terutama uu tni bgtu ruu mudahan beliau konsisten dgn omongan nya,1
benar banget pernyataan prabowo soal demo murni bayaran jadi tantangan buat pembuktian mirip narasi buzzernya nuduh demo dibayar besok demo malah makin gede buat buktiin keaslian ruu tni emang kontroversial banyak takut militer masuk,0
omon omon doang wowo diingatkan ruu tni uu lainnya ngeyelan bahkan wartawan ngingetin kontrol sosial apa terjadi kepala babi tikus kepala mahasiswa kepala nya benjol,0
hi apa benar pak prabowo gak punya niat mengembalikan dwi fungsi abri melalui ruu tni mohon analisanya sesuai video diatas,1
pendidikan gratis warga kurang mampu tk perguruan tinggi perubahan uu pengesahan ruu perampasan aset buat uu hukum mati koruptor revisi uu tni ciptaker pt koalisi partai lt kursi dpr sebenarnya banyak sih dlu,1
justru dipertanyakan tuh orang proklaim bikin video kalo terangan dukung ruu tni apa dibayar dipaksa niat,0
prabowo soal uu tni isu dwi fungsi presiden prabowo blakblakan menjawab soal isu dwifungsi perbincangan meja bundar bersama jurnalis hambalang minggu prabowo menyebut niatan mengembalikan dwifungsi melalui ruu tni,1
halo pernyataan atas relevan kondisi indonesia terutama protes terkait ruu tni isu campur tangan asing persatuan nasional memang jadi perdebatan disuarakan prabowo soal pendanaan asing bukti konkretnya kurang,1
hampir tiga pekan sejak ruu tni disahkan penolakan terus disuarakan sejumlah warga bahkan menggelar aksi damai mendirikan tenda depan gerbang pancasila gedung dpr ri jakarta senin kolektif masyarakat sipil biasa enggak terikat,1
poin wawancara prabowo hambalang bahas ruu tni kekerasan aparat,1
demo mendukung ruu tni murni rakyat bayaran sebutkan nilai positif ruu tni penggarapan nya terkesan terburu,0
tolak mentahmentah tudingan rencana kembalikan dwifungsi prabowo beberkan alasan ruu tni dikebut disahkan,1
ruu tni bukan mengembalikan dwifungsi abri,1
semoga kali bikin kecewa anaknya sahkan ruu tni,0
nya ruu tni fokus utk kesejahteraan prajurit bukan memperluas memperlama jabatan bintang,1
sebenernya semua voters kamu cut aku temen voters yah tone deaf silent pas kemaren rame ruu tni sadar klo salah jadi yah gue nge cut voters gue cut tuh tone deaf denial klo presiden pilih jelek,0
the heartbreak is real punya temen kerja pemerintahan but comment about ruu tni i think i just died,1
berdasarkan analisis demo mahasiswa menolak ruu tni kemungkinan besar didorong isu domestik pemotongan anggaran kekhawatiran atas peran militer bukti pendanaan asing kolaborasi militer prabowo negara as china praktik diplomasi,1
____ sisanya bahas gizi pasar saham kebijakan baru trump inflasi disini sempat pertanyaan ruu tni jadi prioritas cepat resmikan bukan krusial kaya ruu perampasan asset dulu sangat tunggu tunggu,1
sipil bentuk superiorisme klo tni tuh negarawan paling baik tunduk ngalah 𝐏𝐞𝐦𝐛𝐚𝐡𝐚𝐬𝐚𝐧 𝐑𝐔𝐔 𝐏𝐨𝐥𝐫𝐢 mbak nana disini cuman bahas ruu polri ruu kejaksaan ruu penyiaran disini mbak nana fokus ruu polri,1
negara diam let that sink in banyak negara pasif kalau menyangkut kepentingan golongannya bekerja cepat diam lembur kalau perlu contoh mengesahkan ruu tni,0
berarti argumen lu bukan sesuai data mas soal dipaksa milih okee let see gimana beberapa bulan depan mas soal ruu tni sesuai draft omongan pak wowo,0
partispasi publik berarti proses pembentukan uu ruu tni polri amp kejaksaan apa menjadi kekhawatiran mayoritas masyarakat disampaikan mbak najwa shihab ihsg unmag usd tolakruukejaksaan tolakruupolri cabutuutni,1
haha tanya soal ruu tni protes indo keliatannya murni kekhawatiran negeri soal demokrasi supremasi sipil bukti publik soal campur tangan asing meski tetep waspada debatnya panas dukung buat keamanan,0
ditanyakan isu publik dengar komentarnya presiden lngsung demo uu tni ruu polri kepala babi dgn keterbatasan format rasanya mengejar dgn pertanyaan sederhana lebih prioritas drpda melempar pertanyaan akrobatik dianggap jenius,1
jadi apabila publik dukung ruu tni dihargai sbg suara emg percaya sma institusi tsb diupayakan dialog sehat antar belah pihak,1
jadi mohon kalau inti ruu tni memperpanjang usia pensiun beberapa perwira tinggi knp melebar penambahan pos jabatan sipil diisi tni aktif memicu demo penolakan dimanamana,1
ditanyain tuh mana demo pro ruu tni,0
bukunya hanni nih mantep² benar dah gw mau beli terjemahannya selama cuman baca web wkwkwkwk cerdas sih kek nya masuk hukum diajak demo talk ruu tni nih,1
pak objektif artinya keadaan sebenarnyafaktual bapak lakukan menginsinuasi pedemo bertanya murni dibayar mewanti kemungkinan mana faktabukti pedemo ruu tni dibayar kekuatan asing,1
galak soal ruu tni hadir wawancara formalitas,1
murni lah titik gitu kalau bayaran aksi damai dukung ruu tni,0
jadi kapan bajer rezim kmaren bacot klo bukan prabs inisiasi ruu tni utk gantung diri,0
dilakukan ruu tni ruu² lainnya jangan buru² disahkan jadi uu malah baru mau disosialisasikan jadi uu pinter,0
come on pak keluarkan bank bumn danantara tunda mbg revisi uu tni tolak ruu polri,1
ruu tni dipastikan bukan bertujuan dwifungsi,1
bukannya rupiah jeblok buat kebijakan buat nyelametin ekonomi negara malah ngebut ngesahin ruu tni ruu polri ruu kejaksaan segelintir ruu problematik dikebut membuat kerajaan diktator nya berdiri negeri,0
lu udah pinter punya akal sehat cinta rakyat mensahkan ruu tni goblok,0
ruu tni pak prabowo beberapa jabatan sipil ditempati tni bagaimana menjamin supremasi sipil supremasi hukum tetap tegak pengadilan sipil diperbolehkan mengadili perwira menjabat sipil bertemu peristiwa kpk minta maaf,1
makane medunn oo mbahh mbi mahasiswa karo sipil gen eruh lek demone bayaran opo udukwong sing demo bayaran kui sing dukung ruu tni dikei sembako kann bolomu dewe,1
kalo tanya balik gimana ruu tni murni bayar klo ruu tni murni dilakukan transparansi sembunyi terburuburu,0
rapat dpr ri tertutup pengesahan ruu tni dijawab langsung come onnnnn cuma mekanisme wah jawaban luar biasa kesimpulan jelas padat kompeten,1
noh lu bayar pas ditanya demo dukung ruu tni buat apa malah ppkm,0
sedikit emosi dikejar soal ruu tni,0
maksudnya demo dukung ruu tni kan,0
mungkin dimaksud demo dukung ruu tni kali,1
literally the same reaction i got when i watch prab interview kek anjir lu ngomong apaan opini rakyat dibilangin dibayar anjir buzzer lu tuh bayaran mana jawaban urgensi ruu tni jelek banget artgshshshshsaabb,0
munafik bayar orang random buat bawa spanduk dukung revisi ruu tni,1
inti ruu tni memperpanjang usia pensiun beberapa perwira tinggi kata prabowo dikutip tayangan youtube harian kompas senin ll prabowo revisiuutni,1
aku sebel sama voters knp kalian ikutan berisik sih even sec account presiden kalian pilih lohh lihat ihsg ruu tni deflasi inflasi indo mulai kelihatan plisssss dong berisikkkkk,0
orang protes ruu tni bukan cuma soal ekonomi khawatir militer masuk pemerintahan ancam demokrasi camping protes simbol perlawanan damai bukan bukti ekonomi baik lebih politik bukan cuma duit,0
justru pro ruu tni nih dibayar pake sembako pak bayaran kubu menolak ruu tni kasih bukti sejelas video diatas,0
ruu tni merespon berbagai ancaman global mengancam keberlangsungan hidup bangsa negara,1
berdasarkan info data publik soal penyandang dana demo mahasiswa tolak ruu tni kemungkinan besar gerakan akar rumput dibiayai sendiri mahasiswa kelompok masyarakat sipil mungkin lewat donasi kecil crowdfunding,1
ditanyain soal uu tni sama ruu polri udah tinggi nadanya tunjuk wkwkwk presiden tantruman,1
gila sih diwawancara najwa shihab banyak gak nyambungnya gw salut nih sama uni lubis terus kaitin ruu tni yaaaaa jawabannya kek tai perpanjang pensiunan perwira tinggi asing demo beberapa kota bayaran disuru objektif ceunah,1
gilaa pantesan demo mana gak gubris ternyata menganggap demo menolak ruu tni demo menolak kebijakan kebijakan ngawur nya demo bayaran,0
bukannya ruu tni sendiri bikin chaos bang,0
koq pas ruu tni diam pas ruu polri br nongol,1
padahal pas awal demo ruu tni sempet rame dikasih tau mau boikot brand dukung jadi bukan mentah ngehate,0
apa kebalik bayar orang suruh pura pura setuju ruu tni polri kan mana dibayar org tua ngerti apa apa sama orang random teler,0
geram doang buat apa dorong tuh ruu perampasan aset buat koruptor bukannya malah diem² bikin uu tni,0
iya demo kemarin bayar ngomongin nerima ruu tni kan,1
omonomon bapak presiden soal pengesahan ruu tni dibahas video singkat cuma pasal terkait batas usia pensiun any thoughts batalkanuutni tolakdwifungsitni tolakruukejaksaan tolakruupolri,1
kocak banget demo soal ruu tni dipertanyakan murni apa bayar,0
klo gak kekacauaan gara danantara deflasi sebenarnya gak bakal separah negara impact nya soalnya cmn berdampak pdb indonesia nah danantara deflasi ruu tni ditambah wah wasalam,1
twit soal tas protester depan dpr mungkin cuma komentar biasa sindiran halus soal status ekonomi niat pastinya jelas konfirmasi protes anak muda camping damai lawan ruu tni minta dpr libatkan rakyat legislasi,1
kayaknya beliau pandangannya stuck an diperparag filter informasi berlebihan timnya masa beliau gatau purapura gatau ruu tni beredar dituduh hoax download laman resmi,0
ruu tni sah ruu polri depan mata paham pak buzzerp btw jabatan atw proyek apa nih pak,1
hehehe tau gak ruu tni gak benefitnya,0
benar han cuma dimasukin ruu contohnya dirut bulog sekarang tni aktif,0
sumpah gua kemaren main sama temen gua gua nanya tau ruu tni kemaren abis disahkan sama tau sempet demo jawabannya tau emang,0
saran aje ni nder ngurusin pns pake jersey kw sering doxxing mending lu hina hina abu janda udeh paling minimal hardcore dikit pemerintah dah biar ruu tni tu cancel perampasan aset sahkan syarat loker ngotak hak hak wanita bekerja,0
bukan draft ruu tni didapati website dpri berarti ngarang siapa loh,1
ruu kejaksaan uu tni ruu polri nilai berpotensi memberikan kewenangan berlebihan mengancam kebebasan sipil menimbulkan ketidakpastian hukum ttd elemen masyarakat mahasiswa koalisi sipil batalkanuutni tolakruupolri tolakruukejaksaan supremasisipil,1
lu mau tau ndut demo dibayar demo depan aeon demo bawa banner dukung ruu tni gatau artinya apa demo isinya orang tua nasisembako ttd banner dukung ruu tni,0
gue kasi tau biasanya ngomong kaya gini tu justru ngelakuin serupa insecure banyak warganya nolak dukung demo mempertahankan ruu tni demo depan aeon kemaren demo demo dibayar makin hari makin yakin pindah negara,0
reformasi kepala ikan demokrasi omon omon pelemahan kpk uu ite omnibuslaw ruu tni amp ruu polri uda jauh melenceng konsep reformasi amp demokrasi digembor gemborin,1
halo wawancara prabowo soal demo amp ruu tni cukup jelas teknis fokus perpanjangan usia pensiun tni stabilitas menolak dwifungsi akui hak demo pertanyakan motif demo bayaran polarisasi opini efektivitasnya tergantung,1
gw liat knapa president bikin dialog mulai panik dngan keadaan trjadi dmn ihsg rupiah benar benar anjlok investor pda prgi sini thats it kalo masalah ruu tni ngebaca situasi publik makanya ruu nya belom ttd publish,0
halah ditanyain soal ruu perampasan aset harusnya lebih urgent uu tni digubris gimana sih tolakuutni tolakruupolri tolakdwifungsiabri tolakruutni,0
publik mahasiswa meminta transparansi akuntabilitas mengenai ruu tni dikejar waktu dibandingkan ruu perampasan aset misal draft nya disebarluaskan urusannya apa usaid rada mirip mini trump membawa usaid,1
selamat sayangkuuu akhirnya caleb balik jugaaa kayak ruu tni makin kerasa bakal dicabut selama event myth caleb tenang gegara jadi wni supremasisipil cabutruutni tolakruupolri anyway mau memberikan foto baruku mamas caleb gt lt,1
ruu tni dibut cepetcepet kayak nyalip tol gak transparan gak jelas gak sopan mahasiswa lo bilang dibayar mungkin lo gak pernah ngerti gerak cuan dunia lo dibangunnya meja rapat bukan peluh orang jualan siomay depan kampus,0
gue bilang apa doi tuh projecting pas bilang demo demo tolak cabut ruu tni dibayarin,0
beneran deh video durasi jam keliatan banget kompeten public speakingnya presiden alias jawabannya gw paling emosi pas ditanyain gimana demo terkait ruu polri ruu tni jawaban terlihat berpihak rakyat terkesan arogan,0
gue diserang penyepong unmag marah padahal gue cuman nyinggung dikit soal ruu tni direplyan twitnya,0
artikel sama sekali mengajukan bukti atas klaim presiden demo ruu tni dibayar namanya firnah,0
sebegitu cueknya hampir pekan sejak disahkan penolakan ruu tni terus disuarakan sejumlah warga bahkan menggelar aksi damai mendirikan tenda depan gerbang pancasila gedung dpr ri senin,1
kayak dejavu anggota dpr rapat ruu tni diem lalu digerebek rakyat emang benar udah indonesia gelap dapet pemimpin jalur judol sama ordal,0
padahal yamg bayar barisan pendukung ruu tni depan gedung dpr pas ditanya setuju ruu tni cuma plangaplongo jawab gak tau kocak,0
langsung naskah draft ruu tni upload web dpr karangan asli cm simpen buat gimana indonesia mau emas presiden goblok mentrinya goblok dprnya sampah indonesia bubar gas om gas indonesia bubar gas,0
sekedar ngingetin hoax disebarin sendiri diklarifikasi sendiri dgn hoax lalu diberitain jmto konfirmasi samsek soal jgn lupa soal kasus kamboja ruu tni polri,0
sebelumnya bilang ruu tni cuma perpanjangan masa pensiun sekarang ikut kerja ditempat,1
kenape donk tanya kan puan bolak balik menjawab pers ttg revisi ruu tni disahkan dpr bilang baca dulu isinyabla bla bla,1
bingung kalau mau diurut paling oarah paling urgent ruu tni masalah patok laut mulai dilupakan,0
halo tweetmu kayaknya kamu suka makanan shopee food peduli kesehatan mau suami perokok tertarik sama teknologi sama isu sosial ruu tni jadi kamu bakal jadi food blogger jurnalis kerja bidang tech cuma tebakan masa,1
iya bayaran buat menyetujui ruu tni,1
benar debat soal ruu tni emang panas prabowo bilang protes didanai bukti kuat banyak khawatir revisi uu kasih militer kekuasaan lebih ranah sipil takut balik era dwifungsi fokus umur prabowo sih cuma serangan pribadi nyentuh,0
or nasi goreng sifatnya sebatas political performative pasca nasi goreng anaknya ditangkep pas gua amatin tanggapannya soal ruu tni gak nyinggung prab langsung fokus substansi either i cant sense or there is something bigger,1
segera batalkan ruu tni,0
kok kemaren dibulog njabat pak baru turun issue ruu tni naik emang bulog dilist,0
iya melindungi identitas wajah protes masuk akal sejarah penculikan era suharto ketegangan soal ruu tni meski laporan culik protes tahun kekhawatiran beralasan pengalaman masa lalu,1
bapak presiden rakyat biasa justru sangat khawatir sekali dgn ruu kepolisian bahkan konon ruu kejaksaan pintu masuk plesetan ruu tni jadikan keset prof mahfud md jelas sekali perihal aneh ruu tni siapa berkenan simak,0
warga berkemah depan dpr terus suarakan penolakan ruu tni kolektif masyarakat sipil biasa enggak terikat aliansi manapun ujar al salah seorang peserta aksi depan gerbang pancasila gedung dpr ri senin bukandemobayaran,1
bilang donk voters gara pilihan bnyak kena dampak termasuk gak milih banyak phk rupiah melemah ruu tni,0
apa indikator demo tolak ruu tni bayaran sekelas presiden ucapannya aktual jangan cuma berdasarkan asumsi narasikan buzzer,1
prabowo pure tolol ngerti permasalahan jlimet bakal muncul pengesahan ruu tni misalnya dipikirin cuma niat dwifungsi cuma memperpanjang usia menjabat militer nah justru punya pemimpin tolol tuh lebih mencemaskan,0
sepertinya perlu utk mengemis dukungan utk periode selanjutnya dgn uu tni ruu polri mungkin punya opsi utk bypass periode selanjutnya tinggal menciptakan situasi kondisi sesuai misalnya situasi kondisi spt juli,1
prabowo apa buktikan demo tolakruutni tolakruupolri kemarin bayaran lebihlebih intervensi asing kalau presiden berarti menyebarkan hoaks bukannya bagibagi bansos justru demo dukung ruu tni kalau banyak buktinya medsos,0
menyetujukan ruu sampah gercep kaya dikejar begal,0
mayan ampe denger jawaban sama kasih pertanyaan key point mbg ruu tni andalan ai god bless indonesia,1
padahal beredar kemarin dukung ruu tni lu bayar goblok,0
the fact that this demo ruu tni is leaderless man gapunya siapa siapa buat berlindung we onli depends on each other is so sad,0
prabowo bicara soal demo ruu tni silakan simak beri tanggapan,1
si gendats monokotil bilang demo unjuk rasa ruu tni bayar aje opini kayak buzzer anying wtf,0
prabowo mungkin terdengar ngelantur wawancara hambalang april tekanan tinggi jurnalis senior topik rumit ruu tni gaya bicaranya penuh anekdot strategi politik hindari jawaban langsung jadi faktor,1
presiden prabowo subianto bertemu sejumlah pemimpin redaksi padepokan garuda yaksa hambalang kabupaten bogor minggu pagi blakblakan jam presiden prabowo jawab pemred ruu tni hingga perang dagang trump selengkapnya youtube channel kompastv,1
ngeri ternyata memang tahu proses revisi ruu tni suram banget dipilih rakyat tpi ternyata rakyat,0
gue keburu males banget dengar arguenya lihat cuplikan pas ditanya soal urgensi ruu tni muak gak gue lanjutin karna jawabannya kaga nyambung alias asbun isi video wawancara jdi kek full tanya jawaban,0
demo apa dibayar demo mendukung ruu tni demo jelas didepan aeon,0
inget kemarin demo depan gedung dpr menyuarakan suaranya mendukung disahkannya ruu tni mungkin prabowo maksud demo dibayar,1
yaaaa bikin siapa langgar siapa artinya semau gue sama persis rakyat udah demo soal ruu tni minta percepatan uu sita aset koruptor semau gue padahal keuangan negara kritis korupsi kroni² lingkaran penguasa,0
nonton full tanggapan soal demo masal malah menuduh menunggangi kurang puas jawabannya lalu jawaban soal transparansi ruu tni sama sekali memuaskan apresiasi bikin program alihalih sewa buzzer,1
najwa shihab mengungkap momen pertemuan presiden prabowo selama jam hambalang ruu tni hingga ruu polri,1
diskusi sama papi ttg ruu tni sorrytelat beliau tau lebih banyak gimana kejadian sama sekarang beliau diam mau salahbenar benar melindungi jabatan cara mendukung bersuara bukan,0
yakali ishowspeed ditunjukin kasus korupsi indonesia posisi terakhir harun masiku dikasih ruu tni final,1
ruu tni cuma memperpanjang masa pensiun lah mengisi pemerintahan apa cari kerja susah malah dibolehin double job mbg bergizi mending ortunya dikasih lapangan pekerjaan biar bs beli makanan bergizi buat anak,1
ruu tni memang soal pensiun draf ruu dibuka publik bukankah transparansi kunci kepercayaan apa sebenarnya disembunyikan ruu tersebut,1
let me guess nempel spanduk buzzer panasbung pasukan nasi bungkus dukung ruu tni kemaren,1
rapat hotel kewenangan ketua rapat berlaku sejak kan bukan wewenang presiden institusi pemerintah dipakai dont logikanya menampilkan sisi ketua rapat ruu tni tsb,1
demo ngedukung ruu tni gak sih wo bayar,0
wawancara najwa shihab media presiden prabowo april hambalang bogor kemungkinan bahas uu tni baru disahkan maret memperluas peran militer urusan sipil ruu polri kontroversial soal kekuasaan polisi topiknya seputar,1
wdhspertinyaspertinya gassbatalkan ruu tni supremasisipil batalkanruutni,0
demo murni ap dibayar dibayar demo pro ruu tni,1
lupa mana kayaknya membahas ruu tni,1
benar kalo lu gasuka tinggal blok simpel uu tni ruu polri ruu penyiaran rkuhap jauh lebih penting ngurus manusia sangean,0
emang benar demo dibayar contohnya demo mendukung ruu tni,0
ttg uu tni prabowo cm bahas jendral tni ttg prajurit ruu tni disahkan bkn kesejahteraan prajurit buat jendral tni mau pensiun pny jabatan msh miskin prabowo ksh perpanjangan pensiun jabatan sipil buat memperkaya diri,1
emang apa udah dipenuhi sampe nilai maksudnya pajak naik gas danantara ruu tni rp naik banyak,1
video presiden prabowo tanggapi draf ruu tni disebut tak transparan,1
kalo cinta negeri demo nya rusuh mas demo tujuan ny jelas apa demo ruu tni mana point ny berbahaya,0
bagus terangan gini jgn ngumpet dibalik demo tolak ruu tni mahasewa,0
memang bayar sih kmren demo mendukung ruu tni tpi pas tanya plenga plengo semua,1
prestasi pemerintah pak habiskan apbn kabinet gemoy pejabat hidup hedon efisiensi anggaran kementrian danantara shg hotel phk staf sahkan ruu tni mjd uu ihsg crash rakyat hidup menderita mudik lebaran,0
asli orang jogja mas terakhir turut ikut aksi jalan demo aksi kamisan banyak isu diangkat disana salah satunya urgensi pengesahan ruu perampasan aset nah dikasus kali memang paling mencuat terkait uu tni ruu polri,1
si anjing ditanya dugaan ruu tni membalikan dwifungsi jawabnya siapa bilang,0
wah menarik sih ditonton full videonya perihal jelas nyata lapangan massa pendukung ruu tni pas ditanya alasan mendukung ruu tsb malah plangaplongo,0
re tariffs what are they supposed to do lol mentok balikin trust masyarakat revamp danantara revamp ruu tni buang jauh ruu polri ruu kuhap hukum semua police brutality,0
ditanya ruu tni dna polri udah tantrum jawabnya sampe ditunjuk,1
yutub narasi potongan pendapat pawowo ruu tni waktu ditanya nana,1
gak bakal didengerin memang turun kejalan massa masif baru denger kalau teriak medsos doank mah senasib sama ruu tni,0
dibayar mah tanda tangan dukung ruu tni trus dapet sembakonasi kotak kali ps gue nyalahin tanda tangan karna korban korban kemiskinan dipelihara pemerintah,0
sekarang terlihat jelas kebijakan era orba muncul ruu tni proses pembahasan ruu polri ruu kejaksaan melemahnya rupiah pembungkaman korupsi besar besaran sebagainya,1
dukung ruu tni type ahh demonstration,1
kemarin demo ruu tni pendapat bapak gimana indonesia bangsa besar tinggi mencapai cm yakin stecu stecu stecu makanya juta dibagi hari kan ribu dul,0
dibayar bukannya pro ruu tni pak,0
jujur gw foto tolak ruu tni tolak ruu penyiaran tindak lanjuti dalang balik tragedi semanggi,1
panas ttng ruu tni cowo gw kereta bapa bapa tni kolot arogan banget najis masa gerbong makan tidur kondisi rame mau makan tidur rebahan kursi mana cuma mesen lemineral doang trs tegur polisi kereta malah ngamuk tolakruutni,0
kocak lu kerja baru mbg gagal ruu tni ngerusakz mana tuh nilai,0
yes ruu tni berdampak investor jadi takut masuk karna banyak ricuh yes everything chaos bukan cuma trump emang terkenal suka ngeguncang market liat data masa pemimpinan periode everything will go back anytime soon bull,0
udah kaya ruu tni dah pokonya,0
orang gue kayak hidup bubble nya sendiri bilang gak takut pasar modal lah demo kemarin kemarin dibayar nonton anj terutama milih ni orang kemarin liat pendapat jagoan lu nih tuh bangga banggain tni banget pimred nanya ruu tni tbc,1
tau kok berita tpi higlightnya malah penting kayak draf ruu tni ngarang setuju napak tanah sepanjang data pndpt dikasih ttg cerita hidupnya masa lalu indonesia mention us negara tetangga urgensinya selalu kecewa,0
kalo bubblenya doi pecah kabinetnya bukan diisi yesman sama orang capable gw agaknya yakin saran bawahan gak satu suara gak bakal didenger maksud gw sesimple demo ruu tni fufufafa jelekin doi keluarganya deh,0
dibayar tuh demo setuju ruu tni pak wkwkwkw,0
wawancara hambalang april bersama presiden prabowo membahas stabilitas ekonomi ihsg nilai rupiah harga bbm komoditas ramadanidulfitri reformasi hukum uu tni amp ruu polri program sosial makanan gratis amp insentif isu internasional,1
buat ruu udah si kak uu tni sama ruu polri mau tautannya,1
siapa mau bayar demo ruu tni njir,0
yeelah elu kan nyewa orang buat dukung ruu tni munafik lu wo nuduh orang taunya diri sendiri malu udah bau tanah kelakuan kaya demit amitamit,0
setuju sama pak prabowo ruu tni drafnya dikasi liat takut baca serangan jantung draf kan revisi terus kalau rakyat baca berapa kali serangan jantungjadi disimpan baikbaik kalau final disahkan baru dirilis aku lt prabowo,0
hahahahha kek demo ruu tni ampe dibungkam gini,0
eh kocakk gak kaca lu wok lah lu buat noh kemarin aksi damai pro ruu tni dibayar cuman gocap wkwkw gua tau soalnya emang asa grupnya dihh ngomongin diri sendiri,0
tantangan legislasi soal ruu tni disebut fokus utama perpanjangan usia pensiun stabilitas bantah isu militerisme terkait ruu polri pelajari draf setuju polisi perlu kewenangan cukup amp pengawasan kuat akui perlunya transparansi,1
statement keluar langsung mulut presiden tolol ruu tni polri kemungkinan lolos kan wallahi were finished,0
ruu polri ruu tni beda ruu tni atas inisiatif presiden beda ruu polri digagas dpr termasuk ruu kuhp memberangus kewenangan kejaksaan agung utk mengusut kasus korupsi,1
wawancara presiden prabowo jurnalis april hambalang menarik membahas isu strategis komunikasi pemerintah demo ruu tni ekonomi memberikan wawasan gaya kepemimpinannya fokus stabilitas kemandirian,1
mainnya buru kaya ruu tni,0
berpengalaman berarti mengakui kl orangnya kompeten dong kocak ditanya ruu tni cepet banget disahin apa urgentsinya sumpah sesimple dijawab muter nyalahin cara berdemo bukan keresahannya ni org apasih disuruh ngasihanin parcok,0
demo dibayar anjing ditanya gak bahas uu perampasan aset malah ngemajuin ruu tni sampe orangorang demo malah dibilang demo dibayar,0
sabar bang jam nunggu grok emang bikin degdegan wkwk soal prabowo kayaknya hatihati jawab wawancara biar seimbangin kepentingan militer sama sipil ruu polri sama uu tni kan sensitif jadi strateginya mungkin buat jaga persepsi publik sama dukungan politik,1
malah dukung ruu tni dibayar buktinya wkwk,0
ramai prabowo najwa shihab april kemungkinan besar soal pertemuan april hambalang najwa jurnalis narasi mewawancarai prabowo isu sensitif teror kepala babi majalah tempo ruu tni menuai protes,1
kritik atas ruu tni disampaikan fokus proses legislasi kurang melibatkan publik transparansi contohnya rapat tertutup hotel fairmont maret menuai protes dianggap demokratis publik khawatir menunjukkan rendahnya,1
